"","id","date","tavg"
"1371","RSM00029962",1997-07-03,174
"1372","RSM00029962",1997-07-04,223
"1373","RSM00029962",1997-07-05,244
"1374","RSM00029962",1997-07-06,213
"1375","RSM00029962",1997-07-07,178
"1376","RSM00029962",1997-07-08,188
"1377","RSM00029962",1997-07-09,NA
"1378","RSM00029962",1997-07-10,160
"1379","RSM00029962",1997-07-11,185
"1380","RSM00029962",1997-07-12,190
"1381","RSM00029962",1997-07-13,159
"1382","RSM00029962",1997-07-14,197
"1383","RSM00029962",1997-07-15,193
"1384","RSM00029962",1997-07-16,188
"1385","RSM00029962",1997-07-17,213
"1386","RSM00029962",1997-07-18,177
"1387","RSM00029962",1997-07-19,138
"1388","RSM00029962",1997-07-20,135
"1389","RSM00029962",1997-07-21,134
"1390","RSM00029962",1997-07-22,147
"1391","RSM00029962",1997-07-23,167
"1392","RSM00029962",1997-07-24,189
"1393","RSM00029962",1997-07-25,151
"1394","RSM00029962",1997-07-26,102
"1395","RSM00029962",1997-07-27,NA
"1396","RSM00029962",1997-07-28,146
"1397","RSM00029962",1997-07-29,152
"1398","RSM00029962",1997-07-30,181
"1399","RSM00029962",1997-07-31,NA
"1400","RSM00029962",1997-08-01,205
"1401","RSM00029962",1997-08-02,201
"1402","RSM00029962",1997-08-03,202
"1403","RSM00029962",1997-08-04,201
"1404","RSM00029962",1997-08-05,202
"1405","RSM00029962",1997-08-06,179
"1406","RSM00029962",1997-08-07,NA
"1407","RSM00029962",1997-08-08,202
"1408","RSM00029962",1997-08-09,227
"1409","RSM00029962",1997-08-10,172
"1410","RSM00029962",1997-08-11,99
"1411","RSM00029962",1997-08-12,81
"1412","RSM00029962",1997-08-13,NA
"1413","RSM00029962",1997-08-14,138
"1414","RSM00029962",1997-08-15,177
"1415","RSM00029962",1997-08-16,194
"1416","RSM00029962",1997-08-17,199
"1417","RSM00029962",1997-08-18,NA
"1418","RSM00029962",1997-08-19,173
"1419","RSM00029962",1997-08-20,NA
"1420","RSM00029962",1997-08-21,152
"1421","RSM00029962",1997-08-22,NA
"1422","RSM00029962",1997-08-23,139
"1423","RSM00029962",1997-08-24,NA
"1424","RSM00029962",1997-08-25,NA
"1425","RSM00029962",1997-08-26,NA
"1426","RSM00029962",1997-08-27,184
"1427","RSM00029962",1997-08-28,124
"1428","RSM00029962",1997-08-29,98
"1429","RSM00029962",1997-08-30,130
"1430","RSM00029962",1997-08-31,121
"1431","RSM00029962",1997-09-01,129
"1432","RSM00029962",1997-09-02,NA
"1433","RSM00029962",1997-09-03,NA
"1434","RSM00029962",1997-09-04,58
"1435","RSM00029962",1997-09-05,NA
"1436","RSM00029962",1997-09-06,85
"1437","RSM00029962",1997-09-07,NA
"1438","RSM00029962",1997-09-08,NA
"1439","RSM00029962",1997-09-09,NA
"1440","RSM00029962",1997-09-10,NA
"1441","RSM00029962",1997-09-11,NA
"1442","RSM00029962",1997-09-12,NA
"1443","RSM00029962",1997-09-13,NA
"1444","RSM00029962",1997-09-14,NA
"1445","RSM00029962",1997-09-15,NA
"1446","RSM00029962",1997-09-16,77
"1447","RSM00029962",1997-09-17,83
"1448","RSM00029962",1997-09-18,84
"1449","RSM00029962",1997-09-19,122
"1450","RSM00029962",1997-09-20,NA
"1451","RSM00029962",1997-09-21,NA
"1452","RSM00029962",1997-09-22,89
"1453","RSM00029962",1997-09-23,92
"1454","RSM00029962",1997-09-24,117
"1455","RSM00029962",1997-09-25,NA
"1456","RSM00029962",1997-09-26,109
"1457","RSM00029962",1997-09-27,NA
"1458","RSM00029962",1997-09-28,NA
"1459","RSM00029962",1997-09-29,NA
"1460","RSM00029962",1997-09-30,-7
"1461","RSM00029962",1997-10-01,-7
"1462","RSM00029962",1997-10-02,13
"1463","RSM00029962",1997-10-03,NA
"1464","RSM00029962",1997-10-04,NA
"1465","RSM00029962",1997-10-05,25
"1466","RSM00029962",1997-10-06,NA
"1467","RSM00029962",1997-10-07,127
"1468","RSM00029962",1997-10-08,NA
"1469","RSM00029962",1997-10-09,NA
"1470","RSM00029962",1997-10-10,56
"1471","RSM00029962",1997-10-11,NA
"1472","RSM00029962",1997-10-12,144
"1473","RSM00029962",1997-10-13,26
"1474","RSM00029962",1997-10-14,NA
"1475","RSM00029962",1997-10-15,117
"1476","RSM00029962",1997-10-16,149
"1477","RSM00029962",1997-10-17,133
"1478","RSM00029962",1997-10-18,135
"1479","RSM00029962",1997-10-19,-24
"1480","RSM00029962",1997-10-20,39
"1481","RSM00029962",1997-10-21,-19
"1482","RSM00029962",1997-10-22,-62
"1483","RSM00029962",1997-10-23,-58
"1484","RSM00029962",1997-10-24,-43
"1485","RSM00029962",1997-10-25,-34
"1486","RSM00029962",1997-10-26,-19
"1487","RSM00029962",1997-10-27,NA
"1488","RSM00029962",1997-10-28,-17
"1489","RSM00029962",1997-10-29,-3
"1490","RSM00029962",1997-10-30,-3
"1491","RSM00029962",1997-10-31,NA
"1492","RSM00029962",1997-11-01,NA
"1493","RSM00029962",1997-11-02,26
"1494","RSM00029962",1997-11-03,NA
"1495","RSM00029962",1997-11-04,-2
"1496","RSM00029962",1997-11-05,-36
"1497","RSM00029962",1997-11-06,NA
"1498","RSM00029962",1997-11-07,16
"1499","RSM00029962",1997-11-08,-25
"1500","RSM00029962",1997-11-09,-52
"1501","RSM00029962",1997-11-10,-35
"1502","RSM00029962",1997-11-11,8
"1503","RSM00029962",1997-11-12,-53
"1504","RSM00029962",1997-11-13,-138
"1505","RSM00029962",1997-11-14,-107
"1506","RSM00029962",1997-11-15,NA
"1507","RSM00029962",1997-11-16,-7
"1508","RSM00029962",1997-11-17,0
"1509","RSM00029962",1997-11-18,-97
"1510","RSM00029962",1997-11-19,-172
"1511","RSM00029962",1997-11-20,-108
"1512","RSM00029962",1997-11-21,NA
"1513","RSM00029962",1997-11-22,-83
"1514","RSM00029962",1997-11-23,-210
"1515","RSM00029962",1997-11-24,-153
"1516","RSM00029962",1997-11-25,-93
"1517","RSM00029962",1997-11-26,NA
"1518","RSM00029962",1997-11-27,-165
"1519","RSM00029962",1997-11-28,-223
"1520","RSM00029962",1997-11-29,NA
"1521","RSM00029962",1997-11-30,-232
"1522","RSM00029962",1997-12-01,-208
"1523","RSM00029962",1997-12-02,-118
"1524","RSM00029962",1997-12-03,-129
"1525","RSM00029962",1997-12-04,-166
"1526","RSM00029962",1997-12-05,-163
"1527","RSM00029962",1997-12-06,-50
"1528","RSM00029962",1997-12-07,NA
"1529","RSM00029962",1997-12-08,-197
"1530","RSM00029962",1997-12-09,-218
"1531","RSM00029962",1997-12-10,NA
"1532","RSM00029962",1997-12-11,NA
"1533","RSM00029962",1997-12-12,NA
"1534","RSM00029962",1997-12-13,-21
"1535","RSM00029962",1997-12-14,-42
"1536","RSM00029962",1997-12-15,-72
"1537","RSM00029962",1997-12-16,NA
"1538","RSM00029962",1997-12-17,NA
"1539","RSM00029962",1997-12-18,-160
"1540","RSM00029962",1997-12-19,-39
"1541","RSM00029962",1997-12-20,NA
"1542","RSM00029962",1997-12-21,-132
"1543","RSM00029962",1997-12-22,-94
"1544","RSM00029962",1997-12-23,-110
"1545","RSM00029962",1997-12-24,-209
"1546","RSM00029962",1997-12-25,-190
"1547","RSM00029962",1997-12-26,-92
"1548","RSM00029962",1997-12-27,-91
"1549","RSM00029962",1997-12-28,-67
"1550","RSM00029962",1997-12-29,-33
"1551","RSM00029962",1997-12-30,NA
"1552","RSM00029962",1997-12-31,-62
"1553","RSM00029766",1997-01-01,-217
"1554","RSM00029766",1997-01-02,-265
"1555","RSM00029766",1997-01-03,-253
"1556","RSM00029766",1997-01-04,-208
"1557","RSM00029766",1997-01-05,-112
"1558","RSM00029766",1997-01-06,-91
"1559","RSM00029766",1997-01-07,-121
"1560","RSM00029766",1997-01-08,-86
"1561","RSM00029766",1997-01-09,NA
"1562","RSM00029766",1997-01-10,-227
"1563","RSM00029766",1997-01-11,-248
"1564","RSM00029766",1997-01-12,-207
"1565","RSM00029766",1997-01-13,-123
"1566","RSM00029766",1997-01-14,-92
"1567","RSM00029766",1997-01-15,NA
"1568","RSM00029766",1997-01-16,-231
"1569","RSM00029766",1997-01-17,-164
"1570","RSM00029766",1997-01-18,-57
"1571","RSM00029766",1997-01-19,-58
"1572","RSM00029766",1997-01-20,-85
"1573","RSM00029766",1997-01-21,NA
"1574","RSM00029766",1997-01-22,-106
"1575","RSM00029766",1997-01-23,-67
"1576","RSM00029766",1997-01-24,-52
"1577","RSM00029766",1997-01-25,-68
"1578","RSM00029766",1997-01-26,-39
"1579","RSM00029766",1997-01-27,-49
"1580","RSM00029766",1997-01-28,-66
"1581","RSM00029766",1997-01-29,NA
"1582","RSM00029766",1997-01-30,-104
"1583","RSM00029766",1997-01-31,NA
"1584","RSM00029766",1997-02-01,-182
"1585","RSM00029766",1997-02-02,-159
"1586","RSM00029766",1997-02-03,-263
"1587","RSM00029766",1997-02-04,-263
"1588","RSM00029766",1997-02-05,-188
"1589","RSM00029766",1997-02-06,-180
"1590","RSM00029766",1997-02-07,-141
"1591","RSM00029766",1997-02-08,-100
"1592","RSM00029766",1997-02-09,-112
"1593","RSM00029766",1997-02-10,-105
"1594","RSM00029766",1997-02-11,-85
"1595","RSM00029766",1997-02-12,-70
"1596","RSM00029766",1997-02-13,-148
"1597","RSM00029766",1997-02-14,-168
"1598","RSM00029766",1997-02-15,-77
"1599","RSM00029766",1997-02-16,-30
"1600","RSM00029766",1997-02-17,-10
"1601","RSM00029766",1997-02-18,-3
"1602","RSM00029766",1997-02-19,-34
"1603","RSM00029766",1997-02-20,-62
"1604","RSM00029766",1997-02-21,-53
"1605","RSM00029766",1997-02-22,-103
"1606","RSM00029766",1997-02-23,-162
"1607","RSM00029766",1997-02-24,-193
"1608","RSM00029766",1997-02-25,-189
"1609","RSM00029766",1997-02-26,NA
"1610","RSM00029766",1997-02-27,NA
"1611","RSM00029766",1997-02-28,-128
"1612","RSM00029766",1997-03-01,-35
"1613","RSM00029766",1997-03-02,-87
"1614","RSM00029766",1997-03-03,-62
"1615","RSM00029766",1997-03-04,-37
"1616","RSM00029766",1997-03-05,-68
"1617","RSM00029766",1997-03-06,-113
"1618","RSM00029766",1997-03-07,-53
"1619","RSM00029766",1997-03-08,-26
"1620","RSM00029766",1997-03-09,-114
"1621","RSM00029766",1997-03-10,-85
"1622","RSM00029766",1997-03-11,-41
"1623","RSM00029766",1997-03-12,-25
"1624","RSM00029766",1997-03-13,NA
"1625","RSM00029766",1997-03-14,1
"1626","RSM00029766",1997-03-15,-32
"1627","RSM00029766",1997-03-16,-53
"1628","RSM00029766",1997-03-17,-68
"1629","RSM00029766",1997-03-18,-74
"1630","RSM00029766",1997-03-19,-77
"1631","RSM00029766",1997-03-20,-69
"1632","RSM00029766",1997-03-21,NA
"1633","RSM00029766",1997-03-22,-44
"1634","RSM00029766",1997-03-23,NA
"1635","RSM00029766",1997-03-24,-20
"1636","RSM00029766",1997-03-25,-34
"1637","RSM00029766",1997-03-26,-17
"1638","RSM00029766",1997-03-27,10
"1639","RSM00029766",1997-03-28,3
"1640","RSM00029766",1997-03-29,20
"1641","RSM00029766",1997-03-30,2
"1642","RSM00029766",1997-03-31,-35
"1643","RSM00029766",1997-04-01,16
"1644","RSM00029766",1997-04-02,43
"1645","RSM00029766",1997-04-03,38
"1646","RSM00029766",1997-04-04,41
"1647","RSM00029766",1997-04-05,17
"1648","RSM00029766",1997-04-06,17
"1649","RSM00029766",1997-04-07,23
"1650","RSM00029766",1997-04-08,68
"1651","RSM00029766",1997-04-09,NA
"1652","RSM00029766",1997-04-10,NA
"1653","RSM00029766",1997-04-11,NA
"1654","RSM00029766",1997-04-12,92
"1655","RSM00029766",1997-04-13,88
"1656","RSM00029766",1997-04-14,74
"1657","RSM00029766",1997-04-15,77
"1658","RSM00029766",1997-04-16,79
"1659","RSM00029766",1997-04-17,64
"1660","RSM00029766",1997-04-18,59
"1661","RSM00029766",1997-04-19,89
"1662","RSM00029766",1997-04-20,97
"1663","RSM00029766",1997-04-21,108
"1664","RSM00029766",1997-04-22,126
"1665","RSM00029766",1997-04-23,127
"1666","RSM00029766",1997-04-24,133
"1667","RSM00029766",1997-04-25,97
"1668","RSM00029766",1997-04-26,74
"1669","RSM00029766",1997-04-27,95
"1670","RSM00029766",1997-04-28,99
"1671","RSM00029766",1997-04-29,NA
"1672","RSM00029766",1997-04-30,49
"1673","RSM00029766",1997-05-01,81
"1674","RSM00029766",1997-05-02,65
"1675","RSM00029766",1997-05-03,69
"1676","RSM00029766",1997-05-04,77
"1677","RSM00029766",1997-05-05,80
"1678","RSM00029766",1997-05-06,124
"1679","RSM00029766",1997-05-07,157
"1680","RSM00029766",1997-05-08,119
"1681","RSM00029766",1997-05-09,108
"1682","RSM00029766",1997-05-10,104
"1683","RSM00029766",1997-05-11,81
"1684","RSM00029766",1997-05-12,47
"1685","RSM00029766",1997-05-13,43
"1686","RSM00029766",1997-05-14,33
"1687","RSM00029766",1997-05-15,NA
"1688","RSM00029766",1997-05-16,NA
"1689","RSM00029766",1997-05-17,NA
"1690","RSM00029766",1997-05-18,138
"1691","RSM00029766",1997-05-19,NA
"1692","RSM00029766",1997-05-20,170
"1693","RSM00029766",1997-05-21,195
"1694","RSM00029766",1997-05-22,167
"1695","RSM00029766",1997-05-23,158
"1696","RSM00029766",1997-05-24,97
"1697","RSM00029766",1997-05-25,97
"1698","RSM00029766",1997-05-26,137
"1699","RSM00029766",1997-05-27,NA
"1700","RSM00029766",1997-05-28,NA
"1701","RSM00029766",1997-05-29,NA
"1702","RSM00029766",1997-05-30,166
"1703","RSM00029766",1997-05-31,177
"1704","RSM00029766",1997-06-01,NA
"1705","RSM00029766",1997-06-02,118
"1706","RSM00029766",1997-06-03,96
"1707","RSM00029766",1997-06-04,88
"1708","RSM00029766",1997-06-05,NA
"1709","RSM00029766",1997-06-06,118
"1710","RSM00029766",1997-06-07,NA
"1711","RSM00029766",1997-06-08,193
"1712","RSM00029766",1997-06-09,172
"1713","RSM00029766",1997-06-10,156
"1714","RSM00029766",1997-06-11,116
"1715","RSM00029766",1997-06-12,123
"1716","RSM00029766",1997-06-13,72
"1717","RSM00029766",1997-06-14,NA
"1718","RSM00029766",1997-06-15,162
"1719","RSM00029766",1997-06-16,181
"1720","RSM00029766",1997-06-17,231
"1721","RSM00029766",1997-06-18,152
"1722","RSM00029766",1997-06-19,113
"1723","RSM00029766",1997-06-20,160
"1724","RSM00029766",1997-06-21,211
"1725","RSM00029766",1997-06-22,182
"1726","RSM00029766",1997-06-23,209
"1727","RSM00029766",1997-06-24,225
"1728","RSM00029766",1997-06-25,211
"1729","RSM00029766",1997-06-26,179
"1730","RSM00029766",1997-06-27,164
"1731","RSM00029766",1997-06-28,214
"1732","RSM00029766",1997-06-29,208
"1733","RSM00029766",1997-06-30,198
"1734","RSM00029766",1997-07-01,147
"1735","RSM00029766",1997-07-02,161
"1736","RSM00029766",1997-07-03,180
"1737","RSM00029766",1997-07-04,NA
"1738","RSM00029766",1997-07-05,246
"1739","RSM00029766",1997-07-06,196
"1740","RSM00029766",1997-07-07,165
"1741","RSM00029766",1997-07-08,NA
"1742","RSM00029766",1997-07-09,NA
"1743","RSM00029766",1997-07-10,178
"1744","RSM00029766",1997-07-11,192
"1745","RSM00029766",1997-07-12,204
"1746","RSM00029766",1997-07-13,173
"1747","RSM00029766",1997-07-14,NA
"1748","RSM00029766",1997-07-15,NA
"1749","RSM00029766",1997-07-16,202
"1750","RSM00029766",1997-07-17,217
"1751","RSM00029766",1997-07-18,191
"1752","RSM00029766",1997-07-19,149
"1753","RSM00029766",1997-07-20,133
"1754","RSM00029766",1997-07-21,130
"1755","RSM00029766",1997-07-22,147
"1756","RSM00029766",1997-07-23,167
"1757","RSM00029766",1997-07-24,174
"1758","RSM00029766",1997-07-25,167
"1759","RSM00029766",1997-07-26,121
"1760","RSM00029766",1997-07-27,152
"1761","RSM00029766",1997-07-28,149
"1762","RSM00029766",1997-07-29,185
"1763","RSM00029766",1997-07-30,NA
"1764","RSM00029766",1997-07-31,206
"1765","RSM00029766",1997-08-01,210
"1766","RSM00029766",1997-08-02,203
"1767","RSM00029766",1997-08-03,207
"1768","RSM00029766",1997-08-04,211
"1769","RSM00029766",1997-08-05,201
"1770","RSM00029766",1997-08-06,181
"1771","RSM00029766",1997-08-07,186
"1772","RSM00029766",1997-08-08,201
"1773","RSM00029766",1997-08-09,NA
"1774","RSM00029766",1997-08-10,168
"1775","RSM00029766",1997-08-11,93
"1776","RSM00029766",1997-08-12,104
"1777","RSM00029766",1997-08-13,NA
"1778","RSM00029766",1997-08-14,129
"1779","RSM00029766",1997-08-15,NA
"1780","RSM00029766",1997-08-16,NA
"1781","RSM00029766",1997-08-17,205
"1782","RSM00029766",1997-08-18,188
"1783","RSM00029766",1997-08-19,184
"1784","RSM00029766",1997-08-20,179
"1785","RSM00029766",1997-08-21,147
"1786","RSM00029766",1997-08-22,130
"1787","RSM00029766",1997-08-23,127
"1788","RSM00029766",1997-08-24,139
"1789","RSM00029766",1997-08-25,104
"1790","RSM00029766",1997-08-26,136
"1791","RSM00029766",1997-08-27,144
"1792","RSM00029766",1997-08-28,128
"1793","RSM00029766",1997-08-29,111
"1794","RSM00029766",1997-08-30,122
"1795","RSM00029766",1997-08-31,131
"1796","RSM00029766",1997-09-01,138
"1797","RSM00029766",1997-09-02,NA
"1798","RSM00029766",1997-09-03,74
"1799","RSM00029766",1997-09-04,88
"1800","RSM00029766",1997-09-05,87
"1801","RSM00029766",1997-09-06,84
"1802","RSM00029766",1997-09-07,74
"1803","RSM00029766",1997-09-08,80
"1804","RSM00029766",1997-09-09,NA
"1805","RSM00029766",1997-09-10,86
"1806","RSM00029766",1997-09-11,84
"1807","RSM00029766",1997-09-12,NA
"1808","RSM00029766",1997-09-13,NA
"1809","RSM00029766",1997-09-14,NA
"1810","RSM00029766",1997-09-15,NA
"1811","RSM00029766",1997-09-16,98
"1812","RSM00029766",1997-09-17,105
"1813","RSM00029766",1997-09-18,101
"1814","RSM00029766",1997-09-19,NA
"1815","RSM00029766",1997-09-20,124
"1816","RSM00029766",1997-09-21,93
"1817","RSM00029766",1997-09-22,106
"1818","RSM00029766",1997-09-23,113
"1819","RSM00029766",1997-09-24,118
"1820","RSM00029766",1997-09-25,133
"1821","RSM00029766",1997-09-26,127
"1822","RSM00029766",1997-09-27,76
"1823","RSM00029766",1997-09-28,60
"1824","RSM00029766",1997-09-29,NA
"1825","RSM00029766",1997-09-30,-1
"1826","RSM00029766",1997-10-01,1
"1827","RSM00029766",1997-10-02,13
"1828","RSM00029766",1997-10-03,NA
"1829","RSM00029766",1997-10-04,NA
"1830","RSM00029766",1997-10-05,37
"1831","RSM00029766",1997-10-06,56
"1832","RSM00029766",1997-10-07,74
"1833","RSM00029766",1997-10-08,NA
"1834","RSM00029766",1997-10-09,77
"1835","RSM00029766",1997-10-10,NA
"1836","RSM00029766",1997-10-11,61
"1837","RSM00029766",1997-10-12,NA
"1838","RSM00029766",1997-10-13,NA
"1839","RSM00029766",1997-10-14,26
"1840","RSM00029766",1997-10-15,54
"1841","RSM00029766",1997-10-16,69
"1842","RSM00029766",1997-10-17,104
"1843","RSM00029766",1997-10-18,85
"1844","RSM00029766",1997-10-19,-13
"1845","RSM00029766",1997-10-20,6
"1846","RSM00029766",1997-10-21,-37
"1847","RSM00029766",1997-10-22,-48
"1848","RSM00029766",1997-10-23,-26
"1849","RSM00029766",1997-10-24,-17
"1850","RSM00029766",1997-10-25,-10
"1851","RSM00029766",1997-10-26,4
"1852","RSM00029766",1997-10-27,3
"1853","RSM00029766",1997-10-28,NA
"1854","RSM00029766",1997-10-29,-2
"1855","RSM00029766",1997-10-30,-29
"1856","RSM00029766",1997-10-31,NA
"1857","RSM00029766",1997-11-01,43
"1858","RSM00029766",1997-11-02,47
"1859","RSM00029766",1997-11-03,16
"1860","RSM00029766",1997-11-04,2
"1861","RSM00029766",1997-11-05,-21
"1862","RSM00029766",1997-11-06,-23
"1863","RSM00029766",1997-11-07,15
"1864","RSM00029766",1997-11-08,-27
"1865","RSM00029766",1997-11-09,-58
"1866","RSM00029766",1997-11-10,-41
"1867","RSM00029766",1997-11-11,13
"1868","RSM00029766",1997-11-12,-67
"1869","RSM00029766",1997-11-13,-136
"1870","RSM00029766",1997-11-14,-101
"1871","RSM00029766",1997-11-15,-68
"1872","RSM00029766",1997-11-16,-12
"1873","RSM00029766",1997-11-17,-21
"1874","RSM00029766",1997-11-18,NA
"1875","RSM00029766",1997-11-19,-167
"1876","RSM00029766",1997-11-20,-126
"1877","RSM00029766",1997-11-21,NA
"1878","RSM00029766",1997-11-22,-73
"1879","RSM00029766",1997-11-23,NA
"1880","RSM00029766",1997-11-24,NA
"1881","RSM00029766",1997-11-25,-98
"1882","RSM00029766",1997-11-26,NA
"1883","RSM00029766",1997-11-27,-199
"1884","RSM00029766",1997-11-28,-251
"1885","RSM00029766",1997-11-29,NA
"1886","RSM00029766",1997-11-30,-201
"1887","RSM00029766",1997-12-01,-176
"1888","RSM00029766",1997-12-02,-136
"1889","RSM00029766",1997-12-03,-113
"1890","RSM00029766",1997-12-04,-190
"1891","RSM00029766",1997-12-05,-189
"1892","RSM00029766",1997-12-06,-68
"1893","RSM00029766",1997-12-07,NA
"1894","RSM00029766",1997-12-08,-236
"1895","RSM00029766",1997-12-09,-228
"1896","RSM00029766",1997-12-10,NA
"1897","RSM00029766",1997-12-11,-250
"1898","RSM00029766",1997-12-12,-148
"1899","RSM00029766",1997-12-13,-68
"1900","RSM00029766",1997-12-14,-101
"1901","RSM00029766",1997-12-15,-71
"1902","RSM00029766",1997-12-16,NA
"1903","RSM00029766",1997-12-17,-181
"1904","RSM00029766",1997-12-18,-151
"1905","RSM00029766",1997-12-19,-42
"1906","RSM00029766",1997-12-20,NA
"1907","RSM00029766",1997-12-21,-141
"1908","RSM00029766",1997-12-22,-115
"1909","RSM00029766",1997-12-23,-111
"1910","RSM00029766",1997-12-24,-201
"1911","RSM00029766",1997-12-25,-222
"1912","RSM00029766",1997-12-26,-91
"1913","RSM00029766",1997-12-27,-112
"1914","RSM00029766",1997-12-28,-125
"1915","RSM00029766",1997-12-29,-59
"1916","RSM00029766",1997-12-30,NA
"1917","RSM00029766",1997-12-31,-112
"1918","RSM00029756",1997-01-01,-203
"1919","RSM00029756",1997-01-02,-244
"1920","RSM00029756",1997-01-03,-231
"1921","RSM00029756",1997-01-04,-154
"1922","RSM00029756",1997-01-05,-100
"1923","RSM00029756",1997-01-06,-119
"1924","RSM00029756",1997-01-07,-94
"1925","RSM00029756",1997-01-08,-63
"1926","RSM00029756",1997-01-09,-117
"1927","RSM00029756",1997-01-10,NA
"1928","RSM00029756",1997-01-11,-230
"1929","RSM00029756",1997-01-12,-187
"1930","RSM00029756",1997-01-13,-156
"1931","RSM00029756",1997-01-14,-83
"1932","RSM00029756",1997-01-15,-202
"1933","RSM00029756",1997-01-16,-213
"1934","RSM00029756",1997-01-17,-153
"1935","RSM00029756",1997-01-18,-98
"1936","RSM00029756",1997-01-19,-67
"1937","RSM00029756",1997-01-20,-86
"1938","RSM00029756",1997-01-21,-134
"1939","RSM00029756",1997-01-22,-94
"1940","RSM00029756",1997-01-23,-38
"1941","RSM00029756",1997-01-24,-31
"1942","RSM00029756",1997-01-25,-63
"1943","RSM00029756",1997-01-26,-44
"1944","RSM00029756",1997-01-27,-59
"1945","RSM00029756",1997-01-28,-93
"1946","RSM00029756",1997-01-29,-105
"1947","RSM00029756",1997-01-30,-113
"1948","RSM00029756",1997-01-31,-186
"1949","RSM00029756",1997-02-01,-129
"1950","RSM00029756",1997-02-02,-144
"1951","RSM00029756",1997-02-03,-224
"1952","RSM00029756",1997-02-04,-223
"1953","RSM00029756",1997-02-05,-159
"1954","RSM00029756",1997-02-06,-136
"1955","RSM00029756",1997-02-07,-140
"1956","RSM00029756",1997-02-08,-108
"1957","RSM00029756",1997-02-09,-93
"1958","RSM00029756",1997-02-10,-84
"1959","RSM00029756",1997-02-11,-83
"1960","RSM00029756",1997-02-12,-47
"1961","RSM00029756",1997-02-13,-140
"1962","RSM00029756",1997-02-14,NA
"1963","RSM00029756",1997-02-15,-44
"1964","RSM00029756",1997-02-16,-22
"1965","RSM00029756",1997-02-17,-1
"1966","RSM00029756",1997-02-18,-7
"1967","RSM00029756",1997-02-19,-4
"1968","RSM00029756",1997-02-20,-33
"1969","RSM00029756",1997-02-21,-57
"1970","RSM00029756",1997-02-22,-134
"1971","RSM00029756",1997-02-23,-154
"1972","RSM00029756",1997-02-24,-138
"1973","RSM00029756",1997-02-25,-138
"1974","RSM00029756",1997-02-26,-104
"1975","RSM00029756",1997-02-27,-139
"1976","RSM00029756",1997-02-28,-124
"1977","RSM00029756",1997-03-01,-42
"1978","RSM00029756",1997-03-02,-61
"1979","RSM00029756",1997-03-03,1
"1980","RSM00029756",1997-03-04,-11
"1981","RSM00029756",1997-03-05,-31
"1982","RSM00029756",1997-03-06,-48
"1983","RSM00029756",1997-03-07,-19
"1984","RSM00029756",1997-03-08,-49
"1985","RSM00029756",1997-03-09,-104
"1986","RSM00029756",1997-03-10,-38
"1987","RSM00029756",1997-03-11,-24
"1988","RSM00029756",1997-03-12,-17
"1989","RSM00029756",1997-03-13,-27
"1990","RSM00029756",1997-03-14,-26
"1991","RSM00029756",1997-03-15,-28
"1992","RSM00029756",1997-03-16,7
"1993","RSM00029756",1997-03-17,-5
"1994","RSM00029756",1997-03-18,-35
"1995","RSM00029756",1997-03-19,-22
"1996","RSM00029756",1997-03-20,-9
"1997","RSM00029756",1997-03-21,-6
"1998","RSM00029756",1997-03-22,27
"1999","RSM00029756",1997-03-23,10
"2000","RSM00029756",1997-03-24,14
"2001","RSM00029756",1997-03-25,25
"2002","RSM00029756",1997-03-26,41
"2003","RSM00029756",1997-03-27,47
"2004","RSM00029756",1997-03-28,17
"2005","RSM00029756",1997-03-29,78
"2006","RSM00029756",1997-03-30,-6
"2007","RSM00029756",1997-03-31,-12
"2008","RSM00029756",1997-04-01,38
"2009","RSM00029756",1997-04-02,83
"2010","RSM00029756",1997-04-03,59
"2011","RSM00029756",1997-04-04,71
"2012","RSM00029756",1997-04-05,0
"2013","RSM00029756",1997-04-06,15
"2014","RSM00029756",1997-04-07,4
"2015","RSM00029756",1997-04-08,53
"2016","RSM00029756",1997-04-09,91
"2017","RSM00029756",1997-04-10,107
"2018","RSM00029756",1997-04-11,104
"2019","RSM00029756",1997-04-12,114
"2020","RSM00029756",1997-04-13,81
"2021","RSM00029756",1997-04-14,51
"2022","RSM00029756",1997-04-15,33
"2023","RSM00029756",1997-04-16,75
"2024","RSM00029756",1997-04-17,32
"2025","RSM00029756",1997-04-18,39
"2026","RSM00029756",1997-04-19,66
"2027","RSM00029756",1997-04-20,93
"2028","RSM00029756",1997-04-21,128
"2029","RSM00029756",1997-04-22,167
"2030","RSM00029756",1997-04-23,119
"2031","RSM00029756",1997-04-24,129
"2032","RSM00029756",1997-04-25,104
"2033","RSM00029756",1997-04-26,74
"2034","RSM00029756",1997-04-27,111
"2035","RSM00029756",1997-04-28,106
"2036","RSM00029756",1997-04-29,51
"2037","RSM00029756",1997-04-30,47
"2038","RSM00029756",1997-05-01,91
"2039","RSM00029756",1997-05-02,56
"2040","RSM00029756",1997-05-03,68
"2041","RSM00029756",1997-05-04,63
"2042","RSM00029756",1997-05-05,67
"2043","RSM00029756",1997-05-06,117
"2044","RSM00029756",1997-05-07,172
"2045","RSM00029756",1997-05-08,120
"2046","RSM00029756",1997-05-09,93
"2047","RSM00029756",1997-05-10,66
"2048","RSM00029756",1997-05-11,46
"2049","RSM00029756",1997-05-12,37
"2050","RSM00029756",1997-05-13,22
